# C172 CL as function of alpha

-167.9998199    0.3
-149.9997778    0.15
-119.9997077    0.1
-89.9996375     0
-3.999818368    -0.153
-2.999434058    -0.076
-1.999622705    0.001
-0.999811353    0.078
0               0.155
0.999811353     0.232
2.000195663     0.309
3.000007015     0.386
3.999818368     0.463
5.000202678     0.54
6.000014031     0.617
6.999825383     0.694
8.000209693     0.771
9.000021046     0.848
9.999832398     0.925
11.00021671     1.002
12.00002806     1.079
12.99983941     1.156
14.00022372     1.233
15.00003508     1.28
15.99984643     1.3
17.00023074     1.3
18.00004209     1.23
18.99985344     0.9
20.00023775     0.6
21.00004911     0.575
21.99986046     0.55
30.00007015     0.3
60.00014031     0.2
90.00021046     0
119.9997077     -0.1
149.9997778     -0.15
175.0002182     -0.3
179.999848      -0.1
