# C172 Cm as function of alpha

-179.999848     0
-160.0001832    0.37
-139.9999454    0.59
-119.9997077    0.73
-100.0000429    0.79
-90.00021046    0.8
-79.9998051     0.7863
-60.00014031    0.72469
-40.00001714    0.60145
-20.00000857    0.3892
-10.00000429    0.115334
-4.999973495    0.037667
0               -0.04
4.999973495     -0.117667
10.00000429     -0.195334
14.9816947      -0.273001
16.00001832     -0.29
17.00000156     -0.315
19.00002533     -0.375
20.00000857     -0.405
20.99999181     -0.42
21.99997505     -0.42
23.99999883     -0.39
27.00000584     -0.315
30.00001286     -0.215
34.99998635     -0.01
36.00002689     0.015
38.99997661     0.065
41.00000038     0.085
44.99999064     0.06
48.99998089     0.005
54.99999492     -0.15
69.9999727      -0.595
75.00017538     -0.72
79.9998051      -0.815
85.00000778     -0.875
90.00021046     -0.9
100.0000429     -0.89
119.9997077     -0.8
139.9999454     -0.64
160.0001832     -0.36
179.999848      0
